nl_cmd,bash_cmd
i need you to open obs studio now,bash: obs
take me to the obs app,bash: obs
show me the obs application,bash: obs
get me into the obs app,bash: obs
load the obs app,bash: obs
open obs,bash: obs
start obs,bash: obs
please open obs,bash: obs
hey can you start obs,bash: obs
bring up obs please,bash: obs
please launch obs for me,bash: obs
i need you to open obs now,bash: obs
take me to the kdenlive app,bash: kdenlive
show me the kdenlive application,bash: kdenlive
get me into the kdenlive app,bash: kdenlive
load the kdenlive app,bash: kdenlive
open kdenlive,bash: kdenlive
start kdenlive,bash: kdenlive
please open kdenlive,bash: kdenlive
hey can you start kdenlive,bash: kdenlive
bring up kdenlive please,bash: kdenlive
please launch kdenlive for me,bash: kdenlive
i need you to open kdenlive now,bash: kdenlive
take me to the k den live app,bash: kdenlive
show me the k den live application,bash: kdenlive
get me into the k den live app,bash: kdenlive
load the kdenlive app,bash: kdenlive
open k den live,bash: kdenlive
start k den live,bash: kdenlive
please open k den live,bash: kdenlive
hey can you start k den live,bash: kdenlive
bring up k den live please,bash: kdenlive
please launch k den live for me,bash: kdenlive
i need you to open k den live now,bash: kdenlive
take me to the virtualbox app,bash: virtualbox
show me the virtualbox application,bash: virtualbox
get me into the virtualbox app,bash: virtualbox
load the virtualbox app,bash: virtualbox
open virtualbox,bash: virtualbox
start virtualbox,bash: virtualbox
please open virtualbox,bash: virtualbox
hey can you start virtualbox,bash: virtualbox
bring up virtualbox please,bash: virtualbox
please launch virtualbox for me,bash: virtualbox
i need you to open virtualbox now,bash: virtualbox
take me to the virtual box app,bash: virtualbox
show me the virtual box application,bash: virtualbox
get me into the virtual box app,bash: virtualbox
load the virtual box app,bash: virtualbox
open virtual box,bash: virtualbox
start virtual box,bash: virtualbox
please open virtual box,bash: virtualbox
hey can you start virtual box,bash: virtualbox
bring up virtual box please,bash: virtualbox
please launch virtual box for me,bash: virtualbox
i need you to open virtual box now,bash: virtualbox
take me to the wireshark app,bash: wireshark
show me the wireshark application,bash: wireshark
get me into the wireshark app,bash: wireshark
load the wireshark app,bash: wireshark
open wireshark,bash: wireshark
start wireshark,bash: wireshark
please open wireshark vpn,bash: wireshark
hey can you start wireshark vpn,bash: wireshark
bring up wireshark vpn please,bash: wireshark
please launch wireshark vpn for me,bash: wireshark
i need you to open wireshark vpn now,bash: wireshark
please open wireshark,bash: wireshark
hey can you start wireshark,bash: wireshark
bring up wireshark please,bash: wireshark
please launch wireshark for me,bash: wireshark
i need you to open wire shark now,bash: wireshark
take me to the wire shark app,bash: wireshark
show me the wire shark application,bash: wireshark
get me into the wire shark app,bash: wireshark
load the wire shark app,bash: wireshark
open wire shark vpn,bash: wireshark
start wire shark vpn,bash: wireshark
please open wire shark vpn,bash: wireshark
hey can you start wire shark vpn,bash: wireshark
bring up wire shark vpn please,bash: wireshark
please launch wire shark vpn for me,bash: wireshark
i need you to open wire shark vpn now,bash: wireshark
take me to the protonapp,bash: protonvpn
show me the protonapplication,bash: protonvpn
get me into the protonapp,bash: protonvpn
load the protonapp,bash: protonvpn
open proton,bash: protonvpn
start proton,bash: protonvpn
please open proton,bash: protonvpn
hey can you start proton app,bash: protonvpn
bring up proton please,bash: protonvpn
please launch proton for me,bash: protonvpn
i need you to open proton application now,bash: protonvpn
take me to the protonvpn app,bash: protonvpn
show me the protonvpn application,bash: protonvpn
get me into the protonvpn app,bash: protonvpn
load the protonvpn app,bash: protonvpn
open protonvpn,bash: protonvpn
start protonvpn,bash: protonvpn
please open protonvpn,bash: protonvpn
hey can you start proton vpn app,bash: protonvpn
bring up proton please,bash: protonvpn
please launch proton for me,bash: protonvpn
i need you to open proton application now,bash: protonvpn
take me to the proton vpn app,bash: protonvpn
show me the proton vpn application,bash: protonvpn
get me into the proton vpn app,bash: protonvpn
load the proton vpn app,bash: protonvpn
open proton vpn,bash: protonvpn
start proton vpn,bash: protonvpn
please open proton vpn,bash: protonvpn
hey can you start proton vpn,bash: protonvpn
bring up proton vpn please,bash: protonvpn
please launch proton vpn for me,bash: protonvpn
i need you to open proton vpn now,bash: protonvpn
take me to the express app,bash: expressvpn
show me the express application,bash: expressvpn
get me into the express app,bash: expressvpn
load the express app,bash: expressvpn
open express vpn,bash: expressvpn
start express vpn,bash: expressvpn
please open express vpn,bash: expressvpn
hey can you start express vpn,bash: expressvpn
bring up express vpn please,bash: expressvpn
please launch express vpn for me,bash: expressvpn
i need you to open express vpn now,bash: expressvpn
open express,bash: expressvpn
start express,bash: expressvpn
please open express,bash: expressvpn
hey can you start express,bash: expressvpn
bring up express please,bash: expressvpn
please launch express for me,bash: expressvpn
i need you to open express now,bash: expressvpn
take me to the rstudio app,bash: rstudio
show me the rstudio application,bash: rstudio
get me into the rstudio app,bash: rstudio
load the rstudio app,bash: rstudio
open rstudio,bash: rstudio
start rstudio,bash: rstudio
please open rstudio,bash: rstudio
hey can you start rstudio,bash: rstudio
bring up rstudio please,bash: rstudio
please launch rstudio for me,bash: rstudio
i need you to open rstudio now,bash: rstudio
take me to the r studio app,bash: rstudio
show me the r studio application,bash: rstudio
get me into the r studio app,bash: rstudio
load the r studio app,bash: rstudio
open r studio,bash: rstudio
start r studio,bash: rstudio
please open r studio,bash: rstudio
hey can you start r studio,bash: rstudio
bring up r studio please,bash: rstudio
please launch r studio for me,bash: rstudio
i need you to open r studio now,bash: rstudio
take me to the calculator app,bash: gnome-calculator
show me the calculator application,bash: gnome-calculator
get me into the calculator app,bash: gnome-calculator
load the calculator app,bash: gnome-calculator
open calculator,bash: gnome-calculator
start calculator,bash: gnome-calculator
please open calculator,bash: gnome-calculator
hey can you start calculator,bash: gnome-calculator
bring up calculator app please,bash: gnome-calculator
please launch calculator application for me,bash: gnome-calculator
i need you to open calculator now,bash: gnome-calculator
take me to the calc app,bash: gnome-calculator
show me the calc application,bash: gnome-calculator
get me into the calc app,bash: gnome-calculator
load the calc app,bash: gnome-calculator
open calc,bash: gnome-calculator
start calc,bash: gnome-calculator
please open calc,bash: gnome-calculator
hey can you start calc,bash: gnome-calculator
bring up calc app please,bash: gnome-calculator
please launch calc application for me,bash: gnome-calculator
i need you to open calc now,bash: gnome-calculator
take me to the setting app,bash: gnome-control-center
show me the setting application,bash: gnome-control-center
get me into the settings app,bash: gnome-control-center
load the settings app,bash: gnome-control-center
open setting,bash: gnome-control-center
start setting,bash: gnome-control-center
please open settings,bash: gnome-control-center
hey can you start settings,bash: gnome-control-center
bring up settings please,bash: gnome-control-center
please launch settings for me,bash: gnome-control-center
i need you to open settings now,bash: gnome-control-center
take me to the clock app,bash: gnome-clocks
show me the clock application,bash: gnome-clocks
get me into the clock app,bash: gnome-clocks
load the clock app,bash: gnome-clocks
open clock,bash: gnome-clocks
start clock,bash: gnome-clocks
please open clock,bash: gnome-clocks
hey can you start clock,bash: gnome-clocks
bring up clock please,bash: gnome-clocks
please launch clock for me,bash: gnome-clocks
i need you to open clock now,bash: gnome-clocks
take me to the file manager app,bash: nautilus ~
show me the file manager application,bash: nautilus ~
get me into the file manager app,bash: nautilus ~
load the file manager app,bash: nautilus ~
open file manager,bash: nautilus ~
start file manager,bash: nautilus ~
please open file manager,bash: nautilus ~
hey can you start file manager,bash: nautilus ~
bring up file manager please,bash: nautilus ~
please launch file manager for me,bash: nautilus ~
i need you to open file manager now,bash: nautilus ~

open a app,response: what application do you want to open
open an application,response: what application do you want to open
launch app,response: what application do you want to open
start an application,response: what application do you want to open
run an application,response: what application do you want to open
can you open something,response: what file do you want to open
